age,income,score,experience,hours_per_week,target,gender_original,gender_Male,product_type_B,product_type_C
20.0,85417.0,41.0,24.0,21.0,1,Female,False,True,False
54.0,43289.0,34.0,18.0,42.0,0,Female,False,False,False
68.0,29823.0,54.0,35.0,38.0,0,Female,False,True,False
24.0,80160.0,8.0,7.0,50.0,1,Female,False,False,True
38.0,61975.0,43.0,28.0,24.0,1,Female,False,True,False
26.0,29540.0,45.0,31.0,38.0,0,Female,False,True,False
56.0,36364.0,27.0,17.0,53.0,0,Female,False,False,False
35.0,24611.0,61.0,5.0,29.0,1,Male,True,False,False
21.0,47663.0,32.0,17.0,44.0,1,Female,False,True,False
42.0,71991.0,54.0,18.0,21.0,1,Male,True,False,True
31.0,77679.0,91.0,21.0,30.0,1,Male,True,False,True
67.0,50977.0,25.0,36.0,50.0,0,Male,True,False,False
26.0,114704.0,47.0,31.0,34.0,1,Male,True,False,True
43.0,69115.0,43.0,2.0,28.0,1,Female,False,False,False
19.0,111007.0,40.0,27.0,42.0,1,Male,True,False,True
37.0,108223.0,61.0,9.0,38.0,0,Female,False,True,False
45.0,80890.0,66.0,34.0,28.0,0,Female,False,False,False
64.0,86387.0,61.0,28.0,54.0,0,Male,True,False,False
24.0,38071.0,39.0,14.0,40.0,0,Female,False,True,False
61.0,79275.0,86.0,32.0,28.0,1,Male,True,False,False
25.0,92369.0,23.0,6.0,47.0,0,Male,True,False,True
64.0,31938.0,34.0,11.0,26.0,1,Female,False,False,True
52.0,55195.0,52.0,29.0,35.0,1,Female,False,False,False
31.0,111680.0,51.0,20.0,35.0,1,Male,True,False,True
34.0,24000.0,57.0,30.0,52.0,1,Female,False,False,False
53.0,90588.0,73.0,23.0,23.0,0,Female,False,True,False
67.0,113610.0,48.0,19.0,23.0,0,Female,False,False,False
57.0,117856.0,51.0,36.0,58.0,0,Male,True,True,False
21.0,58304.0,41.0,3.0,59.0,1,Male,True,False,True
19.0,89449.0,58.0,27.0,36.0,1,Female,False,True,False
23.0,102986.0,45.0,19.0,56.0,1,Female,False,False,True
59.0,109643.0,45.0,23.0,58.0,1,Female,False,False,False
21.0,40764.0,58.0,31.0,48.0,1,Female,False,False,True
46.0,106027.0,65.0,35.0,55.0,0,Female,False,False,False
35.0,58494.0,16.0,33.0,57.0,1,Male,True,False,False
43.0,23373.0,55.0,35.0,58.0,0,Female,False,True,False
61.0,32161.0,45.0,1.0,56.0,1,Male,True,True,False
51.0,117532.0,64.0,14.0,54.0,1,Female,False,True,False
27.0,112658.0,46.0,33.0,26.0,0,Male,True,True,False
53.0,47350.0,69.0,35.0,46.0,0,Female,False,False,True
31.0,113008.0,39.0,5.0,47.0,1,Male,True,False,True
48.0,114297.0,16.0,38.0,41.0,1,Female,False,False,True
65.0,45351.0,65.0,11.0,33.0,1,Male,True,False,False
32.0,108668.0,37.0,2.0,26.0,1,Male,True,False,True
25.0,35305.0,26.0,17.0,56.0,0,Male,True,False,True
31.0,95353.0,50.0,39.0,41.0,1,Male,True,False,True
40.0,96797.0,46.0,20.0,24.0,0,Male,True,True,False
57.0,85953.0,62.0,14.0,21.0,1,Male,True,False,True
38.0,77458.0,63.0,32.0,46.0,0,Female,False,False,False
33.0,40358.0,51.0,34.0,40.0,0,Male,True,True,False
62.0,23267.0,36.0,25.0,57.0,1,Female,False,False,False
35.0,102745.0,54.0,7.0,34.0,0,Female,False,False,True
64.0,109588.0,52.0,35.0,40.0,1,Female,False,True,False
41.0,58513.0,58.0,29.0,29.0,0,Female,False,False,False
43.0,46092.0,36.0,22.0,42.0,1,Female,False,False,True
42.0,31338.0,43.0,13.0,58.0,0,Male,True,False,False
62.0,20412.0,57.0,13.0,24.0,1,Male,True,False,False
58.0,27543.0,68.0,1.0,20.0,1,Male,True,False,False
46.0,53496.0,64.0,36.0,32.0,0,Female,False,False,True
32.0,80692.0,51.0,4.0,40.0,0,Male,True,False,True
62.0,109084.0,42.0,37.0,45.0,0,Male,True,False,False
18.0,112920.0,56.0,13.0,40.0,0,Male,True,True,False
42.0,64425.0,33.0,38.0,37.0,1,Male,True,True,False
24.0,58756.0,37.0,24.0,56.0,0,Male,True,False,True
26.0,38888.0,72.0,19.0,51.0,1,Female,False,False,True
41.0,55735.0,56.0,1.0,55.0,0,Male,True,False,True
18.0,67295.0,44.0,38.0,36.0,1,Female,False,False,True
61.0,103042.0,62.0,5.0,54.0,1,Female,False,False,True
25.0,105999.0,69.0,16.0,30.0,1,Female,False,True,False
41.0,37955.0,43.0,24.0,40.0,1,Female,False,False,True
28.0,57841.0,43.0,27.0,45.0,0,Female,False,False,False
68.0,90640.0,41.0,1.0,23.0,0,Male,True,False,False
34.0,85510.0,64.0,34.0,53.0,1,Male,True,True,False
25.0,54911.0,64.0,36.0,37.0,0,Male,True,False,False
52.0,79031.0,70.0,4.0,59.0,0,Female,False,True,False
52.0,108726.0,65.0,0.0,54.0,1,Male,True,True,False
50.0,27357.0,25.0,39.0,48.0,0,Male,True,False,False
22.0,52479.0,54.0,11.0,48.0,0,Female,False,False,True
59.0,81476.0,34.0,35.0,57.0,0,Female,False,False,False
56.0,64811.0,42.0,22.0,40.0,1,Female,False,False,False
58.0,56208.0,52.0,30.0,32.0,0,Female,False,True,False
45.0,40150.0,62.0,10.0,36.0,1,Male,True,False,False
24.0,91180.0,36.0,9.0,28.0,0,Female,False,True,False
26.0,63286.0,15.0,2.0,20.0,0,Female,False,False,True
25.0,88450.0,52.0,13.0,21.0,0,Male,True,False,True
29.0,41352.0,89.0,15.0,48.0,1,Male,True,False,True
51.0,75069.0,46.0,9.0,52.0,1,Female,False,False,False
50.0,34397.0,50.0,28.0,29.0,0,Male,True,True,False
65.0,61555.0,76.0,9.0,59.0,1,Female,False,False,True
40.0,66959.0,58.0,11.0,40.0,0,Female,False,True,False
41.0,20728.0,53.0,29.0,47.0,1,Male,True,True,False
54.0,70517.0,56.0,0.0,30.0,1,Male,True,False,True
52.0,86234.0,53.0,4.0,53.0,0,Female,False,False,True
61.0,59954.0,32.0,19.0,27.0,0,Female,False,True,False
57.0,67280.0,29.0,7.0,41.0,0,Female,False,False,True
39.0,99459.0,78.0,11.0,27.0,0,Male,True,True,False
44.0,36779.0,52.0,0.0,34.0,1,Female,False,True,False
52.0,83932.0,51.0,19.0,36.0,1,Female,False,False,True
18.0,92936.0,48.0,27.0,42.0,1,Female,False,False,False
52.0,44466.0,61.0,36.0,43.0,0,Female,False,False,True
54.0,56939.0,88.0,36.0,38.0,0,Female,False,False,False
64.0,89896.0,57.0,11.0,24.0,1,Male,True,True,False
31.0,55270.0,41.0,36.0,51.0,0,Female,False,True,False
20.0,79163.0,47.0,27.0,20.0,1,Female,False,False,False
18.0,102637.0,66.0,14.0,42.0,1,Female,False,True,False
22.0,71934.0,41.0,5.0,56.0,1,Female,False,False,False
43.0,84895.0,62.0,19.0,27.0,1,Male,True,False,False
31.0,52307.0,15.0,13.0,32.0,1,Male,True,True,False
56.0,74098.0,46.0,1.0,27.0,0,Male,True,False,False
44.0,80921.0,59.0,8.0,42.0,0,Female,False,False,True
26.0,25486.0,69.0,36.0,20.0,0,Female,False,False,True
32.0,28335.0,37.0,19.0,43.0,1,Male,True,True,False
32.0,106900.0,27.0,25.0,54.0,1,Male,True,True,False
43.0,109112.0,46.0,28.0,43.0,1,Male,True,False,False
59.0,117203.0,33.0,0.0,36.0,1,Female,False,False,False
30.0,31130.0,47.0,34.0,24.0,0,Female,False,False,False
68.0,107508.0,49.0,5.0,39.0,0,Male,True,False,False
49.0,80566.0,30.0,36.0,40.0,1,Male,True,False,True
56.0,86703.0,62.0,4.0,59.0,1,Male,True,False,True
66.0,47192.0,47.0,32.0,50.0,1,Female,False,True,False
69.0,21062.0,66.0,13.0,55.0,0,Female,False,False,False
49.0,104076.0,22.0,11.0,30.0,0,Female,False,False,False
21.0,109780.0,34.0,19.0,34.0,0,Male,True,True,False
47.0,41545.0,57.0,23.0,38.0,1,Male,True,False,False
54.0,41689.0,38.0,33.0,26.0,1,Female,False,False,False
40.0,31174.0,47.0,24.0,47.0,0,Male,True,False,False
56.0,108461.0,50.0,28.0,24.0,1,Female,False,False,False
62.0,29348.0,52.0,38.0,24.0,0,Male,True,False,False
32.0,43714.0,39.0,30.0,49.0,1,Male,True,True,False
60.0,58102.0,52.0,22.0,51.0,0,Male,True,False,False
46.0,94460.0,38.0,37.0,27.0,1,Male,True,True,False
53.0,109930.0,60.0,19.0,29.0,0,Female,False,False,False
30.0,26801.0,48.0,22.0,57.0,0,Male,True,False,True
49.0,92267.0,52.0,15.0,51.0,0,Female,False,False,True
24.0,68136.0,88.0,7.0,47.0,0,Female,False,False,True
68.0,43625.0,33.0,20.0,36.0,0,Female,False,False,True
39.0,102873.0,70.0,0.0,50.0,0,Male,True,True,False
45.0,92592.0,10.0,7.0,27.0,1,Female,False,True,False
19.0,97052.0,18.0,28.0,59.0,1,Female,False,False,False
59.0,64261.0,31.0,31.0,44.0,1,Female,False,False,True
62.0,21542.0,32.0,37.0,28.0,0,Male,True,True,False
23.0,41677.0,53.0,4.0,21.0,0,Male,True,False,False
45.0,66732.0,54.0,21.0,34.0,1,Female,False,False,False
45.0,70343.0,46.0,33.0,22.0,0,Male,True,True,False
61.0,59081.0,47.0,0.0,55.0,0,Female,False,False,True
61.0,82856.0,57.0,25.0,23.0,0,Female,False,False,False
37.0,113105.0,62.0,9.0,33.0,0,Male,True,False,True
47.0,108858.0,30.0,29.0,44.0,0,Female,False,False,True
28.0,39065.0,44.0,17.0,29.0,1,Male,True,False,True
45.0,103460.0,48.0,16.0,40.0,1,Male,True,False,False
42.0,108092.0,57.0,25.0,55.0,1,Female,False,False,True
56.0,74693.0,38.0,7.0,31.0,1,Male,True,False,False
50.0,46962.0,48.0,39.0,46.0,1,Male,True,False,True
18.0,48295.0,50.0,11.0,59.0,0,Female,False,False,False
44.0,33807.0,39.0,26.0,21.0,0,Female,False,False,True
69.0,62348.0,39.0,7.0,32.0,0,Male,True,True,False
30.0,46432.0,51.0,24.0,51.0,0,Male,True,False,True
58.0,103285.0,48.0,3.0,50.0,1,Female,False,False,True
20.0,111792.0,57.0,32.0,35.0,1,Male,True,False,False
56.0,77854.0,34.0,0.0,51.0,1,Male,True,False,False
23.0,60262.0,44.0,18.0,51.0,0,Male,True,False,True
25.0,57080.0,46.0,30.0,53.0,1,Male,True,True,False
44.0,21324.0,62.0,15.0,30.0,0,Male,True,True,False
26.0,111267.0,35.0,13.0,29.0,1,Male,True,False,False
54.0,55909.0,53.0,4.0,34.0,1,Male,True,True,False
50.0,109339.0,53.0,25.0,36.0,0,Female,False,False,True
68.0,39870.0,74.0,27.0,59.0,0,Female,False,False,False
59.0,54578.0,34.0,1.0,37.0,1,Female,False,False,True
61.0,92124.0,40.0,5.0,28.0,1,Female,False,False,False
41.0,46790.0,35.0,8.0,44.0,0,Female,False,False,False
32.0,45289.0,24.0,32.0,59.0,1,Male,True,False,False
49.0,75129.0,76.0,24.0,33.0,1,Male,True,False,False
49.0,113714.0,31.0,12.0,44.0,0,Male,True,True,False
41.0,114246.0,37.0,8.0,41.0,1,Male,True,False,True
58.0,35485.0,69.0,12.0,49.0,0,Female,False,False,True
69.0,64482.0,23.0,30.0,39.0,1,Male,True,False,True
66.0,106188.0,61.0,10.0,40.0,0,Male,True,False,False
66.0,24748.0,28.0,3.0,51.0,1,Female,False,True,False
69.0,106769.0,68.0,33.0,40.0,0,Male,True,False,True
29.0,29435.0,17.0,37.0,54.0,1,Male,True,True,False
56.0,23709.0,23.0,3.0,51.0,0,Female,False,False,False
19.0,50355.0,41.0,37.0,49.0,1,Male,True,False,True
20.0,75771.0,64.0,18.0,58.0,1,Male,True,True,False
66.0,77799.0,49.0,5.0,31.0,1,Male,True,False,False
54.0,33116.0,44.0,33.0,37.0,1,Male,True,True,False
66.0,45470.0,70.0,17.0,40.0,1,Male,True,False,True
34.0,62344.0,82.0,12.0,32.0,1,Female,False,False,True
66.0,62918.0,60.0,22.0,40.0,1,Female,False,False,False
19.0,72224.0,40.0,18.0,27.0,1,Female,False,False,False
19.0,59298.0,43.0,10.0,59.0,1,Female,False,False,False
45.0,100219.0,30.0,0.0,26.0,0,Female,False,True,False
40.0,81629.0,51.0,23.0,42.0,0,Female,False,True,False
54.0,86040.0,25.0,6.0,51.0,1,Male,True,True,False
49.0,119518.0,58.0,24.0,30.0,0,Female,False,False,False
50.0,119835.0,80.0,20.0,41.0,1,Female,False,False,True
18.0,48016.0,60.0,14.0,41.0,1,Male,True,False,True
36.0,43960.0,42.0,0.0,44.0,0,Male,True,True,False
19.0,53591.0,57.0,11.0,41.0,1,Female,False,True,False
61.0,102848.0,74.0,6.0,47.0,1,Male,True,False,True
43.0,87641.0,73.0,14.0,48.0,0,Female,False,False,True
49.0,56395.0,34.0,20.0,32.0,0,Male,True,True,False
23.0,42700.0,57.0,18.0,37.0,1,Female,False,True,False
49.0,54620.0,47.0,28.0,21.0,0,Male,True,False,True
21.0,40559.0,62.0,24.0,48.0,0,Male,True,False,False
28.0,113045.0,55.0,32.0,40.0,1,Female,False,True,False
34.0,113396.0,14.0,31.0,34.0,0,Female,False,False,True
55.0,81642.0,44.0,34.0,46.0,0,Female,False,False,True
41.0,96539.0,52.0,37.0,50.0,1,Female,False,False,True
22.0,41732.0,28.0,25.0,34.0,0,Female,False,False,True
69.0,111362.0,58.0,10.0,42.0,0,Male,True,False,False
51.0,50354.0,27.0,34.0,43.0,1,Female,False,False,True
23.0,33843.0,38.0,7.0,32.0,1,Female,False,True,False
39.0,91726.0,70.0,13.0,41.0,1,Male,True,False,False
28.0,37640.0,36.0,9.0,56.0,0,Male,True,False,True
65.0,72528.0,58.0,1.0,52.0,1,Female,False,False,False
33.0,58413.0,23.0,8.0,22.0,1,Male,True,True,False
50.0,72638.0,81.0,2.0,38.0,0,Male,True,False,True
26.0,72736.0,45.0,20.0,42.0,1,Female,False,True,False
23.0,88866.0,51.0,25.0,48.0,1,Male,True,False,True
33.0,39087.0,52.0,7.0,49.0,1,Male,True,False,True
46.0,61430.0,59.0,1.0,58.0,1,Female,False,False,True
20.0,44504.0,27.0,5.0,44.0,0,Female,False,False,True
37.0,27114.0,49.0,27.0,56.0,1,Male,True,False,True
53.0,98859.0,40.0,28.0,27.0,1,Male,True,False,False
36.0,119657.0,24.0,25.0,35.0,0,Female,False,False,True
43.0,30975.0,64.0,24.0,27.0,1,Male,True,False,True
20.0,31023.0,44.0,11.0,20.0,0,Male,True,False,False
36.0,41447.0,53.0,4.0,24.0,0,Male,True,False,False
37.0,110469.0,52.0,33.0,22.0,0,Female,False,False,False
49.0,43959.0,44.0,36.0,20.0,1,Male,True,False,False
24.0,86203.0,79.0,14.0,23.0,0,Male,True,False,False
69.0,49703.0,49.0,35.0,59.0,0,Female,False,False,False
58.0,29337.0,26.0,14.0,54.0,0,Male,True,False,True
50.0,66427.0,43.0,22.0,51.0,1,Male,True,False,True
57.0,81529.0,57.0,5.0,53.0,1,Female,False,True,False
56.0,104665.0,57.0,20.0,44.0,1,Female,False,False,True
35.0,51921.0,33.0,22.0,29.0,1,Female,False,False,True
57.0,53307.0,63.0,15.0,40.0,1,Female,False,False,False
18.0,47355.0,23.0,14.0,58.0,1,Male,True,False,False
28.0,24835.0,67.0,24.0,46.0,1,Male,True,False,True
45.0,40159.0,30.0,35.0,46.0,0,Female,False,True,False
42.0,67605.0,46.0,10.0,21.0,0,Female,False,False,False
67.0,58088.0,65.0,14.0,32.0,0,Male,True,False,True
40.0,98752.0,51.0,3.0,28.0,0,Female,False,False,True
48.0,75284.0,62.0,20.0,55.0,1,Male,True,True,False
47.0,77043.0,59.0,12.0,41.0,0,Female,False,True,False
59.0,55547.0,69.0,21.0,45.0,0,Male,True,False,False
52.0,117007.0,65.0,18.0,31.0,0,Female,False,True,False
24.0,102844.0,43.0,33.0,36.0,0,Female,False,False,True
33.0,47532.0,59.0,13.0,33.0,1,Male,True,False,True
43.0,54349.0,27.0,3.0,33.0,1,Female,False,True,False
65.0,65445.0,49.0,26.0,53.0,1,Male,True,True,False
69.0,25713.0,62.0,28.0,39.0,0,Male,True,True,False
66.0,76178.0,52.0,27.0,30.0,1,Male,True,True,False
19.0,69407.0,56.0,34.0,35.0,0,Male,True,False,False
18.0,90340.0,46.0,7.0,50.0,1,Male,True,True,False
65.0,70990.0,66.0,15.0,25.0,1,Female,False,False,False
29.0,95672.0,48.0,35.0,38.0,1,Female,False,False,True
22.0,85545.0,43.0,29.0,56.0,1,Male,True,True,False
54.0,104791.0,63.0,17.0,23.0,1,Female,False,False,False
49.0,78141.0,28.0,1.0,23.0,0,Male,True,True,False
26.0,43793.0,57.0,12.0,39.0,1,Female,False,False,True
58.0,76570.0,34.0,3.0,29.0,0,Female,False,False,True
52.0,115084.0,69.0,25.0,43.0,0,Female,False,False,True
36.0,57892.0,46.0,24.0,54.0,0,Female,False,True,False
65.0,21015.0,52.0,29.0,45.0,0,Male,True,True,False
33.0,81813.0,56.0,10.0,56.0,0,Male,True,False,False
20.0,47712.0,21.0,6.0,57.0,1,Female,False,False,True
37.0,28415.0,40.0,30.0,40.0,1,Female,False,True,False
41.0,82292.0,65.0,9.0,59.0,1,Male,True,False,True
50.0,43833.0,63.0,38.0,58.0,1,Female,False,False,True
41.0,24158.0,54.0,12.0,40.0,0,Male,True,False,False
69.0,82680.0,29.0,30.0,29.0,1,Male,True,False,False
28.0,40309.0,58.0,6.0,57.0,1,Male,True,False,False
66.0,26970.0,60.0,35.0,23.0,0,Female,False,False,False
25.0,92474.0,50.0,19.0,39.0,0,Male,True,False,True
53.0,106704.0,68.0,3.0,36.0,1,Female,False,False,False
55.0,66540.0,39.0,6.0,26.0,1,Male,True,False,False
57.0,40384.0,42.0,0.0,23.0,0,Female,False,False,False
37.0,38017.0,12.0,12.0,48.0,1,Female,False,False,False
52.0,95880.0,63.0,21.0,33.0,1,Female,False,False,True
65.0,28702.0,54.0,20.0,22.0,1,Male,True,False,False
42.0,20384.0,24.0,21.0,43.0,1,Male,True,False,True
52.0,20404.0,23.0,27.0,56.0,0,Female,False,True,False
42.0,60943.0,36.0,8.0,35.0,0,Female,False,False,True
46.0,67926.0,61.0,25.0,23.0,0,Female,False,False,True
35.0,49189.0,45.0,8.0,43.0,1,Male,True,False,False
63.0,32763.0,37.0,14.0,53.0,1,Male,True,True,False
35.0,38384.0,34.0,9.0,49.0,1,Male,True,True,False
19.0,80100.0,34.0,23.0,37.0,1,Male,True,True,False
52.0,118142.0,20.0,7.0,38.0,1,Female,False,True,False
33.0,29860.0,31.0,23.0,50.0,0,Female,False,False,True
58.0,100642.0,33.0,15.0,38.0,1,Male,True,True,False
53.0,70612.0,60.0,25.0,38.0,1,Male,True,False,True
50.0,43574.0,47.0,26.0,41.0,0,Female,False,False,True
21.0,43524.0,37.0,36.0,43.0,1,Male,True,False,True
50.0,89172.0,84.0,3.0,31.0,0,Male,True,True,False
31.0,30916.0,40.0,23.0,49.0,0,Male,True,False,False
38.0,24809.0,67.0,18.0,57.0,0,Male,True,False,False
65.0,52201.0,74.0,35.0,50.0,0,Male,True,True,False
37.0,73330.0,26.0,38.0,55.0,0,Male,True,False,False
25.0,33456.0,51.0,9.0,38.0,1,Female,False,False,False
24.0,76397.0,42.0,24.0,55.0,0,Male,True,False,True
20.0,58765.0,41.0,17.0,49.0,0,Male,True,False,True
34.0,54816.0,58.0,18.0,52.0,1,Female,False,True,False
50.0,65106.0,40.0,35.0,37.0,1,Female,False,True,False
65.0,73932.0,42.0,9.0,47.0,0,Female,False,False,False
29.0,37100.0,47.0,32.0,30.0,1,Male,True,False,True
68.0,77091.0,44.0,4.0,52.0,1,Female,False,True,False
39.0,41949.0,32.0,34.0,36.0,0,Male,True,True,False
39.0,90080.0,61.0,33.0,25.0,0,Male,True,True,False
63.0,57744.0,65.0,32.0,23.0,1,Male,True,True,False
47.0,65543.0,55.0,20.0,39.0,0,Female,False,True,False
55.0,112193.0,44.0,16.0,46.0,0,Female,False,True,False
55.0,56187.0,39.0,21.0,34.0,1,Female,False,False,False
62.0,27239.0,39.0,36.0,25.0,0,Female,False,False,True
68.0,34489.0,85.0,14.0,33.0,0,Female,False,False,True
25.0,78017.0,64.0,34.0,30.0,0,Male,True,True,False
44.0,81877.0,37.0,27.0,58.0,0,Male,True,False,True
44.0,63125.0,52.0,6.0,28.0,0,Male,True,False,True
51.0,69922.0,44.0,31.0,45.0,1,Male,True,False,True
38.0,114074.0,58.0,10.0,35.0,1,Female,False,True,False
47.0,52049.0,58.0,9.0,24.0,0,Female,False,True,False
50.0,57131.0,66.0,8.0,29.0,1,Male,True,False,True
45.0,62944.0,37.0,13.0,22.0,0,Female,False,False,True
64.0,93963.0,51.0,12.0,32.0,0,Female,False,True,False
50.0,44285.0,23.0,24.0,49.0,0,Male,True,False,False
22.0,57626.0,31.0,1.0,25.0,0,Male,True,False,True
65.0,62808.0,63.0,34.0,36.0,0,Female,False,False,False
36.0,108464.0,35.0,6.0,38.0,1,Female,False,False,True
21.0,73871.0,37.0,20.0,54.0,1,Male,True,False,False
52.0,39198.0,49.0,17.0,45.0,0,Male,True,False,False
66.0,39758.0,60.0,2.0,24.0,1,Male,True,False,False
34.0,35254.0,34.0,38.0,48.0,0,Female,False,True,False
61.0,64238.0,-2.0,10.0,56.0,1,Male,True,False,False
45.0,21252.0,36.0,38.0,39.0,0,Male,True,False,False
47.0,59764.0,68.0,23.0,40.0,1,Female,False,False,False
46.0,97709.0,55.0,18.0,29.0,0,Female,False,False,True
63.0,57441.0,69.0,3.0,24.0,0,Female,False,False,False
23.0,112234.0,33.0,25.0,55.0,1,Female,False,False,True
52.0,73682.0,25.0,37.0,25.0,1,Female,False,False,False
58.0,79494.0,56.0,31.0,45.0,0,Male,True,False,False
54.0,101317.0,53.0,38.0,23.0,1,Male,True,True,False
41.0,85215.0,54.0,35.0,58.0,0,Female,False,False,True
46.0,98587.0,63.0,39.0,58.0,1,Female,False,False,False
66.0,26949.0,56.0,36.0,54.0,1,Female,False,False,True
63.0,75393.0,56.0,32.0,20.0,0,Female,False,False,True
48.0,93553.0,60.0,35.0,43.0,1,Female,False,True,False
52.0,26941.0,57.0,2.0,55.0,1,Male,True,True,False
50.0,45934.0,62.0,8.0,25.0,0,Male,True,True,False
69.0,43386.0,65.0,7.0,50.0,1,Male,True,True,False
38.0,81886.0,72.0,32.0,39.0,0,Male,True,True,False
49.0,95745.0,40.0,5.0,43.0,0,Female,False,True,False
40.0,103251.0,57.0,38.0,44.0,0,Male,True,True,False
50.0,114456.0,44.0,3.0,55.0,0,Female,False,True,False
20.0,73413.0,37.0,12.0,40.0,0,Female,False,False,False
35.0,76800.0,39.0,1.0,49.0,1,Female,False,False,True
42.0,117239.0,57.0,4.0,43.0,0,Male,True,True,False
59.0,62318.0,56.0,26.0,49.0,0,Female,False,True,False
48.0,90173.0,56.0,31.0,41.0,1,Male,True,False,True
20.0,90390.0,46.0,20.0,47.0,1,Male,True,False,False
57.0,72329.0,50.0,7.0,26.0,1,Female,False,False,True
63.0,63088.0,62.0,37.0,54.0,0,Female,False,False,True
41.0,59811.0,27.0,7.0,47.0,0,Female,False,True,False
67.0,75479.0,50.0,2.0,33.0,0,Male,True,False,True
49.0,105392.0,51.0,2.0,29.0,1,Female,False,False,True
64.0,107369.0,61.0,21.0,35.0,0,Male,True,True,False
39.0,39963.0,29.0,5.0,35.0,1,Female,False,True,False
40.0,75123.0,72.0,1.0,50.0,0,Female,False,True,False
19.0,112705.0,53.0,22.0,44.0,1,Male,True,True,False
44.0,93477.0,53.0,1.0,32.0,0,Male,True,False,True
59.0,34388.0,43.0,37.0,25.0,0,Male,True,False,True
19.0,25569.0,58.0,16.0,28.0,0,Male,True,False,False
43.0,89836.0,50.0,34.0,55.0,1,Male,True,False,False
34.0,56586.0,68.0,33.0,39.0,1,Male,True,False,True
57.0,32015.0,28.0,22.0,37.0,0,Female,False,False,False
50.0,65002.0,52.0,29.0,40.0,0,Female,False,False,True
26.0,26254.0,56.0,7.0,23.0,0,Male,True,False,False
60.0,37144.0,47.0,21.0,52.0,1,Female,False,True,False
65.0,44214.0,43.0,35.0,46.0,0,Male,True,False,False
56.0,100719.0,44.0,4.0,26.0,0,Female,False,True,False
46.0,91774.0,52.0,12.0,25.0,0,Female,False,True,False
59.0,26090.0,22.0,28.0,34.0,0,Male,True,True,False
43.0,31637.0,64.0,30.0,37.0,1,Male,True,True,False
52.0,42415.0,42.0,15.0,51.0,1,Male,True,False,False
67.0,44071.0,51.0,29.0,30.0,0,Female,False,False,True
42.0,78243.0,55.0,15.0,39.0,0,Male,True,True,False
41.0,61240.0,42.0,11.0,43.0,1,Female,False,False,False
30.0,103807.0,48.0,16.0,34.0,1,Male,True,True,False
24.0,53434.0,19.0,15.0,26.0,0,Female,False,False,False
53.0,89724.0,60.0,11.0,40.0,1,Female,False,False,False
62.0,95697.0,66.0,7.0,45.0,1,Male,True,False,False
37.0,48732.0,24.0,19.0,33.0,0,Female,False,False,True
18.0,31314.0,43.0,2.0,56.0,1,Female,False,False,False
