age,income,score,experience,hours_per_week,target,gender_original,gender_Male,product_type_B,product_type_C
64,31938,34,11,26,1,Female,False,False,True
52,55195,52,29,35,1,Female,False,False,False
31,111680,51,20,35,1,Male,True,False,True
34,24000,57,30,52,1,Female,False,False,False
53,90588,73,23,23,0,Female,False,True,False
67,113610,48,19,23,0,Female,False,False,False
57,117856,51,36,58,0,Male,True,True,False
21,58304,41,3,59,1,Male,True,False,True
19,89449,58,27,36,1,Female,False,True,False
23,102986,45,19,56,1,Female,False,False,True
59,109643,45,23,58,1,Female,False,False,False
21,40764,58,31,48,1,Female,False,False,True
46,106027,65,35,55,0,Female,False,False,False
35,58494,16,33,57,1,Male,True,False,False
43,23373,55,35,58,0,Female,False,True,False
61,32161,45,1,56,1,Male,True,True,False
51,117532,64,14,54,1,Female,False,True,False
27,112658,46,33,26,0,Male,True,True,False
53,47350,69,35,46,0,Female,False,False,True
31,113008,39,5,47,1,Male,True,False,True
48,114297,16,38,41,1,Female,False,False,True
65,45351,65,11,33,1,Male,True,False,False
32,108668,37,2,26,1,Male,True,False,True
25,35305,26,17,56,0,Male,True,False,True
31,95353,50,39,41,1,Male,True,False,True
40,96797,46,20,24,0,Male,True,True,False
57,85953,62,14,21,1,Male,True,False,True
38,77458,63,32,46,0,Female,False,False,False
33,40358,51,34,40,0,Male,True,True,False
62,23267,36,25,57,1,Female,False,False,False
35,102745,54,7,34,0,Female,False,False,True
64,109588,52,35,40,1,Female,False,True,False
41,58513,58,29,29,0,Female,False,False,False
43,46092,36,22,42,1,Female,False,False,True
42,31338,43,13,58,0,Male,True,False,False
62,20412,57,13,24,1,Male,True,False,False
58,27543,68,1,20,1,Male,True,False,False
46,53496,64,36,32,0,Female,False,False,True
32,80692,51,4,40,0,Male,True,False,True
62,109084,42,37,45,0,Male,True,False,False
18,112920,56,13,40,0,Male,True,True,False
42,64425,33,38,37,1,Male,True,True,False
24,58756,37,24,56,0,Male,True,False,True
26,38888,72,19,51,1,Female,False,False,True
41,55735,56,1,55,0,Male,True,False,True
18,67295,44,38,36,1,Female,False,False,True
61,103042,62,5,54,1,Female,False,False,True
25,105999,69,16,30,1,Female,False,True,False
41,37955,43,24,40,1,Female,False,False,True
28,57841,43,27,45,0,Female,False,False,False
68,90640,41,1,23,0,Male,True,False,False
34,85510,64,34,53,1,Male,True,True,False
25,54911,64,36,37,0,Male,True,False,False
52,79031,70,4,59,0,Female,False,True,False
52,108726,65,0,54,1,Male,True,True,False
50,27357,25,39,48,0,Male,True,False,False
22,52479,54,11,48,0,Female,False,False,True
59,81476,34,35,57,0,Female,False,False,False
56,64811,42,22,40,1,Female,False,False,False
58,56208,52,30,32,0,Female,False,True,False
45,40150,62,10,36,1,Male,True,False,False
24,91180,36,9,28,0,Female,False,True,False
26,63286,15,2,20,0,Female,False,False,True
25,88450,52,13,21,0,Male,True,False,True
29,41352,89,15,48,1,Male,True,False,True
51,75069,46,9,52,1,Female,False,False,False
50,34397,50,28,29,0,Male,True,True,False
65,61555,76,9,59,1,Female,False,False,True
40,66959,58,11,40,0,Female,False,True,False
41,20728,53,29,47,1,Male,True,True,False
54,70517,56,0,30,1,Male,True,False,True
52,86234,53,4,53,0,Female,False,False,True
61,59954,32,19,27,0,Female,False,True,False
57,67280,29,7,41,0,Female,False,False,True
39,99459,78,11,27,0,Male,True,True,False
44,36779,52,0,34,1,Female,False,True,False
52,83932,51,19,36,1,Female,False,False,True
18,92936,48,27,42,1,Female,False,False,False
52,44466,61,36,43,0,Female,False,False,True
54,56939,88,36,38,0,Female,False,False,False
64,89896,57,11,24,1,Male,True,True,False
31,55270,41,36,51,0,Female,False,True,False
20,79163,47,27,20,1,Female,False,False,False
18,102637,66,14,42,1,Female,False,True,False
22,71934,41,5,56,1,Female,False,False,False
43,84895,62,19,27,1,Male,True,False,False
31,52307,15,13,32,1,Male,True,True,False
56,74098,46,1,27,0,Male,True,False,False
44,80921,59,8,42,0,Female,False,False,True
26,25486,69,36,20,0,Female,False,False,True
32,28335,37,19,43,1,Male,True,True,False
32,106900,27,25,54,1,Male,True,True,False
43,109112,46,28,43,1,Male,True,False,False
59,117203,33,0,36,1,Female,False,False,False
30,31130,47,34,24,0,Female,False,False,False
68,107508,49,5,39,0,Male,True,False,False
49,80566,30,36,40,1,Male,True,False,True
56,86703,62,4,59,1,Male,True,False,True
66,47192,47,32,50,1,Female,False,True,False
69,21062,66,13,55,0,Female,False,False,False
49,104076,22,11,30,0,Female,False,False,False
21,109780,34,19,34,0,Male,True,True,False
47,41545,57,23,38,1,Male,True,False,False
54,41689,38,33,26,1,Female,False,False,False
40,31174,47,24,47,0,Male,True,False,False
56,108461,50,28,24,1,Female,False,False,False
62,29348,52,38,24,0,Male,True,False,False
32,43714,39,30,49,1,Male,True,True,False
60,58102,52,22,51,0,Male,True,False,False
46,94460,38,37,27,1,Male,True,True,False
53,109930,60,19,29,0,Female,False,False,False
30,26801,48,22,57,0,Male,True,False,True
49,92267,52,15,51,0,Female,False,False,True
24,68136,88,7,47,0,Female,False,False,True
68,43625,33,20,36,0,Female,False,False,True
39,102873,70,0,50,0,Male,True,True,False
45,92592,10,7,27,1,Female,False,True,False
19,97052,18,28,59,1,Female,False,False,False
59,64261,31,31,44,1,Female,False,False,True
62,21542,32,37,28,0,Male,True,True,False
23,41677,53,4,21,0,Male,True,False,False
45,66732,54,21,34,1,Female,False,False,False
45,70343,46,33,22,0,Male,True,True,False
61,59081,47,0,55,0,Female,False,False,True
61,82856,57,25,23,0,Female,False,False,False
37,113105,62,9,33,0,Male,True,False,True
47,108858,30,29,44,0,Female,False,False,True
28,39065,44,17,29,1,Male,True,False,True
45,103460,48,16,40,1,Male,True,False,False
42,108092,57,25,55,1,Female,False,False,True
56,74693,38,7,31,1,Male,True,False,False
50,46962,48,39,46,1,Male,True,False,True
18,48295,50,11,59,0,Female,False,False,False
44,33807,39,26,21,0,Female,False,False,True
69,62348,39,7,32,0,Male,True,True,False
30,46432,51,24,51,0,Male,True,False,True
58,103285,48,3,50,1,Female,False,False,True
20,111792,57,32,35,1,Male,True,False,False
56,77854,34,0,51,1,Male,True,False,False
23,60262,44,18,51,0,Male,True,False,True
25,57080,46,30,53,1,Male,True,True,False
44,21324,62,15,30,0,Male,True,True,False
26,111267,35,13,29,1,Male,True,False,False
54,55909,53,4,34,1,Male,True,True,False
50,109339,53,25,36,0,Female,False,False,True
68,39870,74,27,59,0,Female,False,False,False
59,54578,34,1,37,1,Female,False,False,True
61,92124,40,5,28,1,Female,False,False,False
41,46790,35,8,44,0,Female,False,False,False
32,45289,24,32,59,1,Male,True,False,False
49,75129,76,24,33,1,Male,True,False,False
49,113714,31,12,44,0,Male,True,True,False
41,114246,37,8,41,1,Male,True,False,True
58,35485,69,12,49,0,Female,False,False,True
69,64482,23,30,39,1,Male,True,False,True
66,106188,61,10,40,0,Male,True,False,False
66,24748,28,3,51,1,Female,False,True,False
69,106769,68,33,40,0,Male,True,False,True
29,29435,17,37,54,1,Male,True,True,False
56,23709,23,3,51,0,Female,False,False,False
19,50355,41,37,49,1,Male,True,False,True
20,75771,64,18,58,1,Male,True,True,False
66,77799,49,5,31,1,Male,True,False,False
54,33116,44,33,37,1,Male,True,True,False
66,45470,70,17,40,1,Male,True,False,True
34,62344,82,12,32,1,Female,False,False,True
66,62918,60,22,40,1,Female,False,False,False
19,72224,40,18,27,1,Female,False,False,False
19,59298,43,10,59,1,Female,False,False,False
45,100219,30,0,26,0,Female,False,True,False
40,81629,51,23,42,0,Female,False,True,False
54,86040,25,6,51,1,Male,True,True,False
49,119518,58,24,30,0,Female,False,False,False
50,119835,80,20,41,1,Female,False,False,True
18,48016,60,14,41,1,Male,True,False,True
36,43960,42,0,44,0,Male,True,True,False
19,53591,57,11,41,1,Female,False,True,False
61,102848,74,6,47,1,Male,True,False,True
43,87641,73,14,48,0,Female,False,False,True
49,56395,34,20,32,0,Male,True,True,False
23,42700,57,18,37,1,Female,False,True,False
49,54620,47,28,21,0,Male,True,False,True
21,40559,62,24,48,0,Male,True,False,False
28,113045,55,32,40,1,Female,False,True,False
34,113396,14,31,34,0,Female,False,False,True
55,81642,44,34,46,0,Female,False,False,True
41,96539,52,37,50,1,Female,False,False,True
22,41732,28,25,34,0,Female,False,False,True
69,111362,58,10,42,0,Male,True,False,False
51,50354,27,34,43,1,Female,False,False,True
23,33843,38,7,32,1,Female,False,True,False
39,91726,70,13,41,1,Male,True,False,False
28,37640,36,9,56,0,Male,True,False,True
65,72528,58,1,52,1,Female,False,False,False
33,58413,23,8,22,1,Male,True,True,False
50,72638,81,2,38,0,Male,True,False,True
26,72736,45,20,42,1,Female,False,True,False
23,88866,51,25,48,1,Male,True,False,True
33,39087,52,7,49,1,Male,True,False,True
46,61430,59,1,58,1,Female,False,False,True
20,44504,27,5,44,0,Female,False,False,True
37,27114,49,27,56,1,Male,True,False,True
53,98859,40,28,27,1,Male,True,False,False
36,119657,24,25,35,0,Female,False,False,True
43,30975,64,24,27,1,Male,True,False,True
20,31023,44,11,20,0,Male,True,False,False
36,41447,53,4,24,0,Male,True,False,False
37,110469,52,33,22,0,Female,False,False,False
49,43959,44,36,20,1,Male,True,False,False
24,86203,79,14,23,0,Male,True,False,False
69,49703,49,35,59,0,Female,False,False,False
58,29337,26,14,54,0,Male,True,False,True
50,66427,43,22,51,1,Male,True,False,True
57,81529,57,5,53,1,Female,False,True,False
56,104665,57,20,44,1,Female,False,False,True
35,51921,33,22,29,1,Female,False,False,True
57,53307,63,15,40,1,Female,False,False,False
18,47355,23,14,58,1,Male,True,False,False
28,24835,67,24,46,1,Male,True,False,True
45,40159,30,35,46,0,Female,False,True,False
42,67605,46,10,21,0,Female,False,False,False
67,58088,65,14,32,0,Male,True,False,True
40,98752,51,3,28,0,Female,False,False,True
48,75284,62,20,55,1,Male,True,True,False
47,77043,59,12,41,0,Female,False,True,False
59,55547,69,21,45,0,Male,True,False,False
52,117007,65,18,31,0,Female,False,True,False
24,102844,43,33,36,0,Female,False,False,True
33,47532,59,13,33,1,Male,True,False,True
43,54349,27,3,33,1,Female,False,True,False
65,65445,49,26,53,1,Male,True,True,False
69,25713,62,28,39,0,Male,True,True,False
66,76178,52,27,30,1,Male,True,True,False
19,69407,56,34,35,0,Male,True,False,False
18,90340,46,7,50,1,Male,True,True,False
65,70990,66,15,25,1,Female,False,False,False
29,95672,48,35,38,1,Female,False,False,True
22,85545,43,29,56,1,Male,True,True,False
54,104791,63,17,23,1,Female,False,False,False
49,78141,28,1,23,0,Male,True,True,False
26,43793,57,12,39,1,Female,False,False,True
58,76570,34,3,29,0,Female,False,False,True
52,115084,69,25,43,0,Female,False,False,True
36,57892,46,24,54,0,Female,False,True,False
65,21015,52,29,45,0,Male,True,True,False
33,81813,56,10,56,0,Male,True,False,False
20,47712,21,6,57,1,Female,False,False,True
37,28415,40,30,40,1,Female,False,True,False
41,82292,65,9,59,1,Male,True,False,True
50,43833,63,38,58,1,Female,False,False,True
41,24158,54,12,40,0,Male,True,False,False
69,82680,29,30,29,1,Male,True,False,False
28,40309,58,6,57,1,Male,True,False,False
66,26970,60,35,23,0,Female,False,False,False
25,92474,50,19,39,0,Male,True,False,True
53,106704,68,3,36,1,Female,False,False,False
55,66540,39,6,26,1,Male,True,False,False
57,40384,42,0,23,0,Female,False,False,False
37,38017,12,12,48,1,Female,False,False,False
52,95880,63,21,33,1,Female,False,False,True
65,28702,54,20,22,1,Male,True,False,False
42,20384,24,21,43,1,Male,True,False,True
52,20404,23,27,56,0,Female,False,True,False
42,60943,36,8,35,0,Female,False,False,True
46,67926,61,25,23,0,Female,False,False,True
35,49189,45,8,43,1,Male,True,False,False
63,32763,37,14,53,1,Male,True,True,False
35,38384,34,9,49,1,Male,True,True,False
19,80100,34,23,37,1,Male,True,True,False
52,118142,20,7,38,1,Female,False,True,False
33,29860,31,23,50,0,Female,False,False,True
58,100642,33,15,38,1,Male,True,True,False
53,70612,60,25,38,1,Male,True,False,True
50,43574,47,26,41,0,Female,False,False,True
21,43524,37,36,43,1,Male,True,False,True
50,89172,84,3,31,0,Male,True,True,False
31,30916,40,23,49,0,Male,True,False,False
38,24809,67,18,57,0,Male,True,False,False
65,52201,74,35,50,0,Male,True,True,False
37,73330,26,38,55,0,Male,True,False,False
25,33456,51,9,38,1,Female,False,False,False
24,76397,42,24,55,0,Male,True,False,True
20,58765,41,17,49,0,Male,True,False,True
34,54816,58,18,52,1,Female,False,True,False
50,65106,40,35,37,1,Female,False,True,False
65,73932,42,9,47,0,Female,False,False,False
29,37100,47,32,30,1,Male,True,False,True
68,77091,44,4,52,1,Female,False,True,False
39,41949,32,34,36,0,Male,True,True,False
39,90080,61,33,25,0,Male,True,True,False
63,57744,65,32,23,1,Male,True,True,False
47,65543,55,20,39,0,Female,False,True,False
55,112193,44,16,46,0,Female,False,True,False
55,56187,39,21,34,1,Female,False,False,False
62,27239,39,36,25,0,Female,False,False,True
68,34489,85,14,33,0,Female,False,False,True
25,78017,64,34,30,0,Male,True,True,False
44,81877,37,27,58,0,Male,True,False,True
44,63125,52,6,28,0,Male,True,False,True
51,69922,44,31,45,1,Male,True,False,True
38,114074,58,10,35,1,Female,False,True,False
47,52049,58,9,24,0,Female,False,True,False
50,57131,66,8,29,1,Male,True,False,True
45,62944,37,13,22,0,Female,False,False,True
64,93963,51,12,32,0,Female,False,True,False
50,44285,23,24,49,0,Male,True,False,False
22,57626,31,1,25,0,Male,True,False,True
65,62808,63,34,36,0,Female,False,False,False
36,108464,35,6,38,1,Female,False,False,True
21,73871,37,20,54,1,Male,True,False,False
52,39198,49,17,45,0,Male,True,False,False
66,39758,60,2,24,1,Male,True,False,False
34,35254,34,38,48,0,Female,False,True,False
61,64238,-2,10,56,1,Male,True,False,False
45,21252,36,38,39,0,Male,True,False,False
47,59764,68,23,40,1,Female,False,False,False
46,97709,55,18,29,0,Female,False,False,True
63,57441,69,3,24,0,Female,False,False,False
23,112234,33,25,55,1,Female,False,False,True
52,73682,25,37,25,1,Female,False,False,False
58,79494,56,31,45,0,Male,True,False,False
54,101317,53,38,23,1,Male,True,True,False
41,85215,54,35,58,0,Female,False,False,True
46,98587,63,39,58,1,Female,False,False,False
66,26949,56,36,54,1,Female,False,False,True
63,75393,56,32,20,0,Female,False,False,True
48,93553,60,35,43,1,Female,False,True,False
52,26941,57,2,55,1,Male,True,True,False
50,45934,62,8,25,0,Male,True,True,False
69,43386,65,7,50,1,Male,True,True,False
38,81886,72,32,39,0,Male,True,True,False
49,95745,40,5,43,0,Female,False,True,False
40,103251,57,38,44,0,Male,True,True,False
50,114456,44,3,55,0,Female,False,True,False
20,73413,37,12,40,0,Female,False,False,False
35,76800,39,1,49,1,Female,False,False,True
42,117239,57,4,43,0,Male,True,True,False
59,62318,56,26,49,0,Female,False,True,False
48,90173,56,31,41,1,Male,True,False,True
20,90390,46,20,47,1,Male,True,False,False
57,72329,50,7,26,1,Female,False,False,True
63,63088,62,37,54,0,Female,False,False,True
41,59811,27,7,47,0,Female,False,True,False
67,75479,50,2,33,0,Male,True,False,True
49,105392,51,2,29,1,Female,False,False,True
64,107369,61,21,35,0,Male,True,True,False
39,39963,29,5,35,1,Female,False,True,False
40,75123,72,1,50,0,Female,False,True,False
19,112705,53,22,44,1,Male,True,True,False
44,93477,53,1,32,0,Male,True,False,True
59,34388,43,37,25,0,Male,True,False,True
19,25569,58,16,28,0,Male,True,False,False
43,89836,50,34,55,1,Male,True,False,False
34,56586,68,33,39,1,Male,True,False,True
57,32015,28,22,37,0,Female,False,False,False
50,65002,52,29,40,0,Female,False,False,True
26,26254,56,7,23,0,Male,True,False,False
60,37144,47,21,52,1,Female,False,True,False
65,44214,43,35,46,0,Male,True,False,False
56,100719,44,4,26,0,Female,False,True,False
46,91774,52,12,25,0,Female,False,True,False
59,26090,22,28,34,0,Male,True,True,False
43,31637,64,30,37,1,Male,True,True,False
52,42415,42,15,51,1,Male,True,False,False
67,44071,51,29,30,0,Female,False,False,True
42,78243,55,15,39,0,Male,True,True,False
41,61240,42,11,43,1,Female,False,False,False
30,103807,48,16,34,1,Male,True,True,False
24,53434,19,15,26,0,Female,False,False,False
53,89724,60,11,40,1,Female,False,False,False
62,95697,66,7,45,1,Male,True,False,False
37,48732,24,19,33,0,Female,False,False,True
18,31314,43,2,56,1,Female,False,False,False
25,43954,31,15,40,1,Male,True,False,False
63,77108,47,29,37,0,Female,False,False,True
33,107044,59,22,24,0,Male,True,False,True
31,107505,64,27,22,1,Male,True,False,False
29,56668,66,39,42,0,Male,True,False,True
68,43061,69,4,45,1,Male,True,True,False
40,99252,46,19,56,0,Female,False,True,False
32,59749,32,39,43,1,Female,False,False,True
45,36907,48,0,38,0,Female,False,False,True
51,38777,59,29,44,1,Male,True,False,False
19,113229,31,20,40,1,Female,False,False,True
49,71745,74,19,31,1,Female,False,False,False
40,111865,63,5,52,0,Male,True,True,False
39,101818,46,21,23,0,Male,True,False,True
68,43624,39,17,26,1,Female,False,False,False
42,43321,39,7,41,1,Male,True,False,False
39,30488,51,38,52,0,Male,True,True,False
39,42574,46,31,36,0,Male,True,False,True
66,25240,64,32,43,0,Male,True,True,False
69,63221,44,15,53,0,Female,False,False,False
59,30478,57,11,47,0,Male,True,False,False
23,75645,49,37,58,0,Male,True,False,True
32,39262,54,33,41,1,Male,True,False,False
60,72796,46,13,36,0,Male,True,False,True
54,24432,60,35,53,1,Male,True,True,False
50,115257,60,32,25,0,Male,True,False,True
25,84291,56,22,25,0,Male,True,False,True
61,99104,59,1,53,1,Male,True,False,False
61,79399,35,20,20,1,Female,False,False,False
22,99714,54,1,29,0,Male,True,False,True
56,70428,68,26,40,1,Female,False,False,False
21,107731,57,8,24,1,Male,True,False,False
23,20302,34,0,21,1,Male,True,False,False
62,102558,49,10,41,1,Male,True,False,True
49,20055,55,2,21,0,Male,True,False,False
69,28717,38,22,29,1,Female,False,False,True
47,48699,29,25,53,0,Male,True,False,False
64,93686,45,3,35,0,Male,True,True,False
52,87661,38,17,58,0,Female,False,False,False
57,64247,49,5,41,0,Female,False,False,False
69,36748,26,34,31,1,Male,True,False,True
33,24621,58,21,43,1,Female,False,False,True
30,35034,40,14,59,0,Female,False,False,False
67,25126,64,21,57,0,Female,False,True,False
59,25122,45,36,29,0,Male,True,False,False
47,38030,49,11,54,0,Male,True,False,False
36,102838,47,37,51,1,Male,True,True,False
34,104717,39,17,26,0,Female,False,False,True
36,75658,87,34,40,1,Male,True,False,False
45,58638,42,29,39,0,Female,False,False,True
43,87067,65,23,45,0,Male,True,False,True
54,108869,33,29,23,0,Male,True,True,False
43,54674,55,13,41,0,Female,False,True,False
40,55854,57,5,34,1,Male,True,False,True
26,66271,49,2,59,1,Female,False,False,False
29,93688,41,15,40,1,Female,False,False,True
18,58518,46,6,34,0,Male,True,False,False
18,30267,43,13,41,0,Female,False,False,False
64,110825,86,8,47,1,Male,True,True,False
51,21062,49,14,33,1,Male,True,False,False
49,70448,57,20,46,0,Female,False,False,False
65,115462,76,34,59,0,Male,True,False,True
42,26229,36,1,47,1,Female,False,True,False
57,76793,50,26,45,0,Male,True,False,False
62,67915,45,1,21,0,Male,True,False,False
18,24632,48,34,44,1,Male,True,True,False
